name	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216
146	7	7	5	3	5	4	5	4	4	4	4	4	4	4	4	4	4	4	5	5	5	6	6	7	6	5	7	6	6	6	7	6	5	9	9	8	6	9	9	8	8	7	7	6	5	6	4	5	4	4	2	4	5	6	7	5	4	4	2	1	4	4	4	7	7	4	7	4	5	4	4	1	2	2	4	4	2	4	4	2	2	2	4	4	5	5	5	5	9	11	10	10	10	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	14	14	14	14	12	14	14	14	14	14	14	14	15	15	14	15	14	14	14	14	12	14	14	15	14	14	12	12	12	12	10	12	10	5	9	8	8	7	3	8	6	5	8	8	6	5	6	5	4	4	4	5	6	5	4	5	6	5	5	5	5	7	6	5	7	3	6	4	4	7	5	7	5	5	6	6	8	8	9	8	8	10	9	8	10	12	10	11	12	12	12	12	12	11	10	10	12	12	11	8	11	8	8	8
145	5	5	5	5	5	5	5	5	5	4	3	7	4	2	4	4	4	4	6	5	7	7	5	7	5	7	6	6	6	8	6	7	6	9	6	7	6	8	9	8	6	6	5	6	5	7	4	4	4	4	4	7	6	5	7	5	5	4	1	2	2	5	4	6	5	5	5	5	4	4	2	2	4	4	4	4	2	2	4	2	4	4	4	5	5	5	5	8	8	11	12	14	12	14	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	14	14	14	14	14	14	14	14	14	15	14	15	14	14	14	14	14	14	14	14	14	14	14	14	12	14	14	14	10	12	14	8	9	8	9	9	9	5	8	5	6	9	8	6	5	6	3	5	2	4	4	5	4	5	7	5	3	5	3	5	6	5	5	5	5	5	7	4	4	4	4	5	7	7	7	6	8	8	9	9	9	11	9	9	8	8	8	9	10	10	10	11	9	8	10	9	9	9	8	8	8	9	8
144	6	5	5	5	5	7	5	5	5	2	7	4	4	4	2	4	4	5	6	6	5	6	6	5	5	6	7	7	5	6	6	7	6	8	6	8	6	9	8	9	6	7	5	6	5	5	4	2	4	4	5	5	5	5	6	7	5	5	4	2	2	0	2	5	5	3	3	5	3	4	2	2	4	1	4	2	2	2	4	2	4	4	5	5	5	6	5	5	11	12	12	14	12	14	14	14	14	14	14	14	12	14	14	14	14	14	14	15	14	14	14	14	14	14	14	12	12	14	14	12	14	14	14	12	14	14	15	14	14	14	14	14	14	15	14	14	14	12	10	12	12	10	14	10	10	11	8	6	6	8	8	8	3	5	5	8	8	8	7	7	3	4	2	4	7	4	5	5	5	5	5	7	5	6	8	6	5	7	6	5	4	4	4	4	2	4	5	6	6	7	8	9	8	8	9	9	8	9	9	9	8	9	10	8	9	10	10	10	12	12	6	8	9	9	9	8	10
143	5	5	5	5	5	7	5	4	4	2	5	5	5	2	2	5	2	7	5	6	6	5	5	5	6	5	7	6	5	6	5	5	6	6	6	8	6	6	5	8	5	5	5	5	5	5	5	5	5	7	5	5	4	7	6	7	5	5	5	2	2	2	5	5	5	3	7	5	4	2	2	2	2	2	4	2	2	4	2	4	1	4	5	5	5	6	5	8	10	10	14	12	12	14	14	14	14	15	14	12	14	15	14	14	14	14	14	14	14	14	14	12	14	14	14	14	14	14	14	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	12	12	12	12	10	12	14	12	11	10	11	8	6	8	8	8	6	6	7	8	9	8	8	5	5	2	4	4	4	4	4	5	5	5	5	5	6	5	8	6	6	5	6	6	5	5	6	5	4	4	5	5	5	5	6	6	6	8	8	9	7	8	11	10	8	8	10	11	11	8	9	10	10	10	10	8	6	6	8	10	10	11
142	7	5	4	5	5	3	5	5	5	2	3	5	5	3	5	4	2	6	7	6	6	5	6	7	6	6	6	8	6	8	5	9	7	8	9	7	6	6	5	7	5	6	3	5	5	5	5	5	5	5	3	5	3	7	7	5	5	7	5	2	2	5	5	5	5	5	4	5	4	2	2	2	2	2	2	4	2	4	2	2	0	5	5	5	3	5	8	11	14	10	14	14	14	14	14	14	12	14	14	15	15	14	14	14	14	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	12	15	14	15	15	14	14	14	14	14	12	14	14	14	14	14	14	14	14	14	10	10	10	11	11	8	6	5	5	10	5	5	6	6	8	8	5	5	5	5	4	2	4	4	4	4	5	4	3	7	5	8	8	8	8	8	8	8	5	8	5	6	5	5	5	4	4	4	4	6	9	13	13	8	6	8	8	10	9	9	10	12	12	10	12	10	11	10	10	10	9	11	8	8	12	10	10
141	5	5	5	5	5	5	5	5	5	3	3	5	7	7	3	4	2	5	5	6	6	7	6	7	8	8	8	6	8	7	8	8	6	9	8	6	6	6	8	8	6	5	5	5	7	6	5	6	5	5	4	2	7	7	3	7	5	5	4	5	7	7	6	5	5	5	5	5	2	2	4	2	2	2	2	4	2	2	4	4	5	5	7	5	5	5	8	8	12	14	14	14	14	14	14	14	14	14	15	14	14	14	14	15	15	14	14	14	14	14	14	14	14	14	14	12	14	14	14	14	15	14	14	14	14	14	14	15	14	14	14	14	12	12	14	14	14	14	15	12	10	12	10	12	8	8	7	5	5	8	7	7	6	8	9	6	6	8	3	5	4	2	4	4	4	4	4	5	5	6	8	8	8	10	8	8	8	9	8	6	7	6	7	5	4	5	4	4	4	5	5	6	8	6	6	6	9	8	8	8	6	8	10	10	10	8	10	10	10	10	10	10	10	12	10	10	9
140	7	5	5	5	5	5	5	4	5	2	5	6	5	5	5	5	4	5	0	6	7	6	6	6	8	6	6	7	8	9	9	6	8	9	9	9	6	6	7	9	5	7	5	5	6	6	7	7	5	4	5	4	6	7	6	7	7	5	5	5	5	5	5	5	7	5	5	4	1	2	2	2	2	2	4	2	4	4	4	5	5	7	7	7	8	8	8	8	12	14	14	10	14	14	14	12	15	14	14	14	15	15	14	14	14	14	14	15	14	15	14	14	15	14	14	14	14	14	14	14	14	14	14	15	15	14	14	14	14	14	14	14	14	14	14	14	12	14	10	10	10	10	10	10	6	8	6	5	8	8	8	8	6	5	5	7	8	9	5	5	2	2	2	2	4	5	4	5	6	5	8	9	11	11	8	5	6	8	6	5	6	6	5	5	5	4	2	4	2	2	4	5	7	6	8	6	8	11	13	11	10	12	11	12	12	12	11	12	12	11	12	10	11	10	12	11	12
139	5	4	3	5	5	5	5	4	5	3	3	6	5	7	3	4	5	7	7	7	7	7	8	6	7	8	6	6	6	9	8	8	7	8	8	9	7	6	6	8	6	8	6	5	6	7	7	5	5	5	4	5	5	7	6	6	5	5	5	5	5	6	5	5	3	5	2	1	4	2	2	2	2	4	4	2	4	4	5	7	5	5	5	5	8	8	8	10	12	14	15	14	14	14	14	14	14	15	14	14	14	14	14	14	15	14	14	14	14	14	15	10	14	14	14	14	14	14	14	15	14	14	14	15	14	14	14	14	14	14	14	14	14	14	14	14	12	10	15	12	10	14	11	8	8	11	8	8	8	10	9	6	6	8	3	8	9	8	3	3	4	2	4	5	5	5	7	8	8	10	10	8	11	6	8	7	6	11	9	5	5	5	5	5	2	4	4	4	4	4	7	2	2	6	9	8	8	8	9	8	9	10	11	12	11	12	10	12	11	12	11	10	10	11	10	10	11
138	4	4	5	5	5	5	3	5	7	5	5	5	5	5	5	4	4	7	4	7	6	8	8	9	8	8	8	8	8	6	8	7	9	9	8	8	7	8	6	9	8	8	6	7	7	3	3	7	6	7	7	6	7	5	6	5	7	7	5	5	7	7	4	4	3	2	2	2	2	2	4	4	4	4	4	4	4	5	7	5	7	8	7	5	8	9	5	12	10	14	14	14	14	14	14	14	14	15	15	12	15	14	15	14	14	14	14	14	14	14	15	14	14	14	15	14	14	14	12	14	14	14	14	15	14	12	15	15	15	14	12	14	14	14	14	12	14	12	14	12	14	12	11	10	10	11	8	8	8	8	9	7	9	8	8	9	8	7	5	3	7	4	4	5	3	7	11	9	9	8	8	8	9	9	8	6	7	7	7	5	8	6	5	5	4	4	4	4	4	4	4	4	4	4	5	7	7	8	8	6	6	8	8	9	8	9	8	8	11	12	12	12	12	12	12	11	10
137	5	4	5	5	5	5	4	4	5	4	6	7	5	5	5	4	4	5	5	5	5	8	8	9	8	8	8	9	9	8	8	9	9	8	9	8	8	8	8	9	7	7	5	6	7	3	5	6	6	6	5	8	6	6	6	6	5	5	5	3	5	5	4	2	2	2	2	2	2	2	2	4	4	4	4	2	2	5	5	8	7	8	5	8	8	11	11	12	11	14	14	15	14	14	14	14	14	14	14	14	15	14	14	14	15	14	12	15	14	14	14	14	14	14	14	14	14	14	15	14	14	14	14	15	15	14	14	15	14	14	12	14	14	12	14	14	14	14	14	14	14	10	10	10	10	8	10	9	8	8	8	5	8	6	6	8	6	5	5	5	5	3	8	8	9	6	6	8	8	8	8	6	8	6	8	11	11	11	8	9	11	8	9	8	9	8	7	4	4	4	4	4	4	4	4	2	5	6	6	6	7	8	6	6	7	6	6	6	8	8	8	11	8	8	11	8	8
136	4	4	5	5	5	5	4	4	5	5	5	6	5	5	5	4	4	7	3	5	5	8	9	8	8	8	8	10	10	9	8	9	9	8	8	8	8	9	8	8	9	8	5	7	5	5	7	6	7	6	6	7	5	6	7	7	6	6	5	5	7	4	4	2	1	4	2	2	2	2	1	4	4	4	4	4	4	5	7	9	8	8	8	10	8	8	10	12	14	14	12	14	15	14	15	14	15	14	15	15	14	14	14	14	15	12	14	14	14	14	12	14	14	15	14	14	14	14	15	15	14	14	14	15	14	14	14	15	14	14	15	14	14	12	14	14	12	14	14	12	12	14	11	10	8	10	8	10	8	8	7	5	8	8	7	6	5	5	5	5	6	8	9	8	8	8	6	8	8	10	8	10	11	10	12	11	10	10	8	9	8	8	8	8	9	7	6	4	4	4	2	2	2	4	4	4	2	6	7	7	6	8	8	8	9	8	8	8	11	11	10	9	8	10	8	9	6
135	5	4	5	4	5	2	2	2	4	4	5	6	5	4	4	4	4	5	5	4	2	8	9	8	8	6	10	8	11	11	10	10	8	8	8	8	6	9	9	6	9	8	8	8	6	6	5	2	6	5	7	5	6	8	7	6	6	6	5	5	4	4	4	4	2	2	2	4	4	4	2	4	4	2	4	4	5	5	7	8	10	10	11	11	5	8	8	14	14	14	14	15	14	14	14	14	15	14	14	14	14	14	14	14	14	14	14	15	14	14	14	12	12	14	14	15	14	12	14	14	14	14	14	14	14	14	15	14	15	14	14	14	14	14	14	12	14	14	14	12	10	12	11	10	11	11	8	8	8	6	7	6	6	8	7	6	6	6	8	8	8	9	8	8	11	11	12	12	10	12	10	10	11	10	8	10	9	8	8	7	7	6	7	7	7	5	6	4	4	5	7	4	2	2	4	2	2	4	4	7	5	6	6	6	7	6	7	7	8	8	8	10	11	9	8	8	8
134	5	5	5	2	4	2	4	2	4	4	5	6	5	7	2	2	4	5	5	3	5	5	5	5	7	6	10	10	11	8	11	11	8	8	9	6	9	8	9	8	9	9	9	7	8	5	7	6	7	6	7	7	9	8	6	7	7	5	7	5	4	4	4	4	2	4	2	4	4	4	2	2	4	4	4	4	5	6	5	11	11	11	10	10	8	10	11	12	14	15	14	15	14	14	14	14	15	14	14	15	15	14	15	14	14	14	14	14	14	14	14	14	15	14	15	14	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	14	10	10	8	11	8	5	8	9	9	5	6	8	6	6	8	6	11	9	10	8	11	12	11	10	14	11	10	10	10	10	10	8	10	11	8	11	8	8	9	9	8	6	6	8	5	3	3	4	2	2	4	2	0	2	2	2	4	0	4	5	6	7	5	5	3	5	8	5	7	8	9	8	9	8	8	8
133	5	4	2	2	4	4	2	2	2	5	5	5	4	4	4	4	4	4	7	3	4	3	5	5	5	5	9	8	9	8	11	11	9	11	10	9	9	8	8	9	9	8	8	8	8	7	3	5	5	5	6	7	8	7	9	7	7	6	7	4	4	2	2	2	2	2	2	4	4	2	4	4	4	4	4	5	5	6	8	11	11	8	8	10	14	14	15	15	14	14	14	14	14	14	15	12	14	15	14	14	15	12	12	15	14	14	14	15	14	14	14	14	14	14	15	14	14	14	14	14	14	14	14	14	14	15	14	14	15	14	15	14	14	14	14	14	14	14	14	14	10	8	10	11	10	10	8	8	8	7	7	8	6	6	7	8	8	8	10	11	14	11	10	10	10	11	11	8	8	10	11	12	10	11	12	12	12	10	11	11	11	10	11	8	8	8	5	4	4	7	4	4	2	2	1	4	0	2	2	2	3	5	7	5	5	5	6	9	7	6	8	6	8	8	6	5	7
132	5	5	4	2	5	4	4	4	4	2	4	4	4	2	2	2	4	4	2	5	4	5	4	5	5	5	6	9	9	9	9	8	8	10	8	8	9	9	8	6	6	8	8	9	6	7	7	5	7	7	7	6	8	8	7	6	5	7	4	4	2	2	2	2	2	4	4	4	4	4	4	4	2	2	4	5	5	8	8	8	10	8	10	14	11	14	15	14	14	14	14	14	14	14	14	14	14	15	15	14	15	14	14	14	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	12	14	14	14	14	14	14	14	14	14	12	14	14	14	14	12	11	10	11	8	8	8	8	6	5	8	6	6	8	8	8	10	10	8	10	10	8	11	11	10	8	10	10	12	12	10	10	11	12	14	12	14	12	10	9	9	8	8	6	5	5	4	4	4	4	4	4	2	2	2	0	2	2	2	2	2	4	5	5	5	6	8	9	5	5	5	5	7	6	5	6	5
131	5	5	5	4	5	4	4	4	4	2	4	4	4	2	2	2	4	4	5	5	5	5	4	5	4	2	5	3	5	5	8	9	11	9	10	8	9	8	8	9	8	6	7	7	8	7	6	5	6	6	7	7	8	6	7	6	5	4	2	4	4	4	2	4	2	4	4	4	4	4	4	4	2	2	4	5	5	8	11	11	8	11	10	10	14	15	12	14	12	12	14	15	15	14	15	14	14	14	14	14	15	14	14	14	15	14	14	14	15	14	14	14	15	15	14	14	14	14	14	14	14	14	15	15	15	15	15	14	14	15	14	14	10	14	14	14	12	10	14	12	10	14	10	8	8	8	10	8	8	8	8	5	8	8	10	10	10	8	8	8	10	10	10	11	10	10	10	12	14	14	12	12	12	12	10	10	8	9	6	6	6	5	6	5	4	2	4	4	4	2	2	2	2	2	2	2	4	4	2	2	2	2	3	5	5	6	8	6	7	5	6	5	5	5	5	5	3
130	5	5	5	5	5	5	4	5	5	4	4	4	4	4	4	4	4	4	3	5	3	5	5	3	7	4	4	2	4	5	5	5	8	9	8	8	9	8	9	11	9	8	8	7	8	8	8	6	8	8	6	8	8	6	7	5	2	2	2	2	4	4	1	2	4	4	4	4	1	2	1	4	2	2	4	5	7	8	10	10	12	14	14	12	15	14	10	14	10	12	15	14	14	14	14	14	14	14	14	14	15	14	15	14	14	14	14	15	14	14	14	14	15	14	14	15	14	14	14	14	14	14	15	14	14	14	14	14	14	14	14	15	14	14	14	14	14	14	12	14	12	8	10	10	11	10	8	8	10	11	8	8	10	8	8	8	11	10	11	8	8	10	12	12	14	12	14	14	12	8	12	10	10	11	8	8	5	6	5	6	6	5	5	4	4	4	4	4	2	2	2	2	2	2	2	2	4	2	2	2	2	2	4	5	6	5	6	5	5	5	5	6	5	5	5	5	5
129	7	5	5	5	5	5	5	5	5	7	5	4	4	4	4	5	3	7	7	5	3	5	5	5	5	4	4	4	4	5	5	5	5	6	9	9	8	9	9	9	9	8	7	8	8	7	6	7	8	8	8	5	6	5	5	4	2	2	2	2	4	2	4	4	4	4	4	2	4	4	4	2	4	4	4	5	5	10	11	10	10	14	15	14	14	10	15	15	15	14	15	14	14	15	14	14	14	14	12	14	14	14	14	14	14	14	14	14	15	14	14	14	15	14	14	14	15	14	15	14	14	15	14	14	14	15	14	14	14	14	14	14	14	14	14	14	10	14	12	14	8	10	14	10	8	8	8	10	8	10	11	8	10	8	8	8	9	8	11	10	8	10	14	14	15	10	14	10	10	8	10	9	9	3	8	8	6	6	5	6	6	6	5	5	4	2	4	4	4	4	4	2	2	2	2	4	2	4	4	4	2	4	4	2	5	5	6	5	5	5	5	3	5	5	4	5	5
128	7	5	6	5	5	5	5	3	5	5	4	6	5	5	5	5	5	5	3	4	5	5	5	5	5	4	4	4	3	5	5	5	5	5	8	9	9	8	8	9	8	8	8	8	8	9	8	6	8	7	7	8	7	5	2	4	2	2	2	2	4	4	4	4	4	4	4	4	4	4	2	4	4	2	7	7	8	10	12	14	12	15	10	10	14	14	14	14	15	14	15	14	14	14	14	14	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	15	14	14	14	14	15	15	14	14	14	14	14	14	14	14	14	14	15	14	14	15	14	14	14	14	15	14	12	14	10	10	10	11	8	8	8	10	10	8	8	9	9	10	10	8	10	10	14	14	14	14	14	12	10	10	10	8	8	8	7	6	7	5	8	6	5	5	6	4	5	7	4	4	4	4	2	4	2	4	2	4	2	2	2	2	2	4	2	4	4	2	4	4	2	5	5	5	5	5	6	7	5	5	5	5	3
127	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	7	5	5	5	5	5	5	5	5	3	2	5	5	7	5	11	6	8	9	9	9	8	8	9	9	8	8	8	9	8	8	6	8	9	5	5	2	4	4	2	2	2	2	4	4	4	4	4	4	4	4	4	2	4	2	7	7	6	10	10	10	12	10	12	15	14	12	10	14	15	14	15	14	15	14	14	15	14	14	14	14	14	14	14	14	14	14	14	14	15	14	14	14	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	14	12	14	14	12	14	10	10	11	10	11	8	10	8	11	8	8	8	8	6	8	10	10	12	14	14	14	14	12	11	10	10	9	8	6	5	6	6	6	6	6	5	3	3	6	4	4	4	4	4	2	2	2	4	2	4	4	4	4	4	2	2	2	2	2	2	2	4	4	4	4	2	4	3	8	6	5	5	7	7	6	5	6	5	5
126	7	5	5	5	5	5	5	5	5	5	8	6	6	5	6	7	5	5	7	5	5	5	5	5	5	5	5	3	5	5	5	5	5	7	7	8	9	6	6	6	6	7	9	8	8	10	8	11	8	8	9	7	7	2	4	1	2	2	4	4	4	2	4	4	4	4	4	4	4	2	1	2	4	9	7	3	8	10	10	10	14	12	10	14	15	14	12	10	14	14	15	15	15	14	15	14	14	14	14	14	14	14	14	14	14	14	14	15	14	15	15	15	15	14	15	15	14	15	15	15	14	14	14	14	15	14	14	15	15	14	15	15	14	12	14	14	14	14	14	14	12	10	11	8	8	10	11	8	8	8	8	8	10	10	10	10	10	10	14	11	10	11	8	9	6	6	7	5	6	3	7	5	6	2	0	2	4	4	2	4	4	2	4	2	2	2	2	2	4	2	2	2	4	2	2	4	2	4	2	4	4	2	4	4	2	4	2	8	8	9	5	7	2	5	6	6	5
125	7	5	5	5	5	5	5	5	5	5	5	7	7	5	6	7	5	7	4	5	7	5	5	5	5	5	5	5	5	3	5	6	5	5	5	8	6	8	8	8	6	5	5	8	8	11	10	10	10	8	8	6	4	2	2	2	2	4	2	2	2	4	2	4	4	2	2	2	2	2	2	2	2	5	3	6	8	8	11	14	14	14	14	14	14	14	14	14	14	15	15	14	12	14	12	14	14	14	14	14	14	14	14	12	14	14	14	14	15	15	14	14	14	15	15	14	14	15	15	15	14	15	14	15	15	14	15	15	14	14	14	14	14	14	12	15	14	14	14	14	11	10	10	12	10	11	10	8	11	9	11	14	12	12	14	11	11	10	10	11	8	6	6	6	5	5	6	5	7	2	2	2	4	2	4	4	4	4	5	4	4	4	2	2	2	4	2	4	4	4	4	1	2	2	2	4	2	2	4	4	2	4	2	4	2	2	2	5	6	5	6	7	7	5	3	5	5
124	5	5	5	5	5	7	5	5	6	6	5	6	6	6	6	5	5	4	4	5	5	5	5	7	5	7	7	5	5	5	5	5	5	5	5	8	6	7	7	7	5	5	5	5	7	8	8	8	10	8	8	6	1	4	4	2	4	2	2	2	2	4	2	4	4	2	4	2	2	2	1	2	2	3	7	6	5	8	11	14	14	14	14	14	14	14	12	14	15	14	14	14	14	14	12	15	14	15	14	14	14	14	14	14	15	14	14	14	14	14	14	15	15	15	14	14	15	15	15	14	14	15	15	15	15	14	14	14	14	15	14	15	14	14	14	14	14	12	12	12	10	12	12	11	11	11	11	8	9	8	10	11	11	10	10	8	8	9	6	6	6	3	4	6	7	7	5	4	2	4	4	2	4	4	4	4	4	4	2	4	4	2	4	2	2	4	4	2	2	4	4	2	2	4	0	2	2	4	4	2	2	2	4	2	2	4	2	2	4	5	5	7	6	6	6	5	5
123	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	4	4	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	7	8	7	5	5	6	5	7	6	8	7	6	8	8	10	10	10	8	4	1	4	4	4	4	2	2	2	4	4	2	4	4	2	4	2	2	2	2	4	3	5	5	6	7	5	10	10	14	14	14	14	14	14	14	14	14	14	14	14	14	14	12	14	14	14	14	14	14	14	14	14	14	15	14	14	15	14	14	15	15	15	15	14	15	15	15	14	15	15	15	15	15	15	14	15	15	14	14	15	15	14	15	14	14	14	14	10	12	10	10	10	8	8	9	11	10	12	12	10	10	9	9	6	6	5	5	7	6	3	3	5	5	5	5	7	5	6	6	3	3	4	4	4	4	5	2	2	2	1	4	4	2	4	2	4	4	2	4	2	4	4	2	4	4	4	4	2	4	4	4	2	2	2	4	2	2	5	5	6	6	6	6	6	5
122	5	5	5	5	5	5	5	4	3	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	7	7	7	5	5	6	6	5	8	8	8	6	6	5	11	8	11	11	8	7	4	4	4	4	4	2	2	4	2	4	2	4	4	2	2	4	2	2	2	2	4	5	7	3	5	5	8	8	11	12	12	12	14	14	14	14	10	15	14	15	15	15	15	14	14	14	14	14	14	14	12	12	14	15	14	14	15	15	15	15	15	12	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	15	14	14	14	14	12	14	12	12	11	8	8	8	11	10	8	8	8	8	8	8	7	5	5	4	5	4	5	3	3	5	7	5	6	5	4	4	4	2	4	2	4	4	4	4	1	2	2	2	2	1	1	1	2	4	4	2	4	4	4	1	2	4	2	2	2	2	2	2	4	4	0	4	2	2	2	3	5	7	5	6	8	6	5
121	4	5	7	5	5	5	5	7	7	5	5	3	5	4	4	4	5	5	5	6	6	6	5	5	6	7	5	6	7	5	6	6	5	5	5	7	6	5	8	8	6	8	6	6	8	9	8	10	8	8	5	1	2	4	4	4	2	4	2	1	2	4	2	2	4	4	2	2	2	2	2	4	5	5	5	5	5	5	9	11	12	12	14	14	14	14	14	15	14	15	14	15	14	12	12	14	14	14	14	14	14	14	12	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	14	15	15	15	15	15	15	15	14	14	15	12	14	15	14	14	14	14	10	12	12	12	11	10	11	8	8	8	8	8	8	8	6	8	6	6	5	5	4	5	2	3	5	8	8	7	2	3	7	4	4	4	4	2	2	2	2	2	2	1	2	2	4	2	1	2	2	2	4	4	4	4	4	4	1	2	4	4	2	4	2	2	2	4	2	1	4	2	2	2	0	5	5	5	3	8	5	5
120	5	5	7	5	5	5	5	5	4	5	5	3	4	4	4	5	5	5	7	5	5	6	7	7	5	5	5	5	5	6	7	5	5	7	6	8	6	8	6	7	5	8	9	9	8	10	8	9	9	4	4	4	1	4	4	4	2	2	4	2	2	2	4	4	4	4	2	2	2	4	2	4	5	5	6	5	5	7	7	8	8	10	12	12	14	14	14	14	14	14	15	14	15	14	14	14	14	12	12	15	14	12	14	14	14	15	14	14	14	14	15	14	14	15	15	15	15	15	15	15	14	15	14	15	15	15	14	10	15	14	14	14	14	14	14	12	14	12	12	10	10	11	11	11	9	9	6	9	8	6	6	5	6	7	6	4	3	5	3	5	7	6	5	6	4	2	4	4	4	2	2	0	0	2	2	2	2	1	1	2	4	2	2	2	2	4	4	2	2	4	4	2	4	2	4	4	4	4	4	4	2	2	2	4	2	4	2	2	2	2	3	8	8	6	8	5	7
119	5	6	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	6	5	5	5	5	3	6	5	5	5	6	8	8	6	6	8	8	8	10	10	11	11	10	10	8	8	9	8	7	4	4	4	2	4	4	2	2	4	2	2	4	1	4	7	4	4	2	2	4	2	4	7	3	3	6	6	6	5	8	7	8	8	8	10	12	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	14	14	12	14	14	15	15	15	15	14	14	15	15	15	12	15	15	15	15	14	15	15	15	15	15	14	15	14	14	12	12	12	12	11	10	10	10	11	9	8	8	6	8	5	5	6	5	5	5	4	4	4	2	3	6	9	5	3	2	2	2	4	2	2	2	2	2	2	4	4	4	4	2	2	2	2	4	2	4	2	4	2	4	2	4	4	4	4	4	2	4	4	2	4	1	4	4	4	4	4	2	2	4	2	4	2	2	5	8	8	6	5	8
118	5	6	5	5	5	5	5	5	5	4	5	5	5	5	7	5	5	5	6	5	5	6	6	8	8	5	6	5	8	8	8	8	8	8	10	8	8	10	11	11	8	11	11	10	8	8	7	4	0	4	4	4	4	4	4	2	2	2	2	2	4	2	4	4	4	2	2	2	4	5	2	5	5	3	5	7	6	8	5	8	8	8	8	9	8	10	14	12	14	14	14	14	14	14	14	12	14	14	14	14	15	14	14	15	14	15	15	12	14	14	14	15	15	15	15	15	14	15	15	15	15	15	15	15	14	14	12	14	14	14	14	12	14	12	12	14	11	10	11	11	8	11	9	8	6	5	6	5	5	5	4	2	5	4	2	2	6	5	4	0	3	4	2	2	2	4	2	2	4	2	2	4	2	4	2	4	2	4	4	2	4	2	4	2	2	2	2	2	4	2	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	5	8	8	6	6	8
117	5	7	5	5	5	5	5	7	5	5	5	6	5	5	5	5	5	5	7	8	8	8	8	10	8	8	8	8	8	9	8	11	11	8	9	10	10	10	11	10	8	8	6	6	7	3	4	4	2	2	2	4	1	4	2	2	4	2	2	2	4	4	4	4	4	2	2	4	4	7	2	4	3	7	7	11	3	6	9	8	9	9	8	6	5	8	8	8	12	12	12	14	14	14	14	10	12	12	14	14	14	15	15	14	15	14	15	15	14	15	15	14	15	15	15	14	12	15	14	14	14	14	14	15	15	15	14	14	10	14	15	14	14	10	10	10	10	11	11	10	8	8	5	8	6	6	7	5	3	3	4	5	5	4	2	5	5	4	4	4	4	4	4	2	2	2	4	2	2	2	4	2	4	4	4	0	2	2	2	4	1	4	4	2	4	2	2	2	2	2	4	4	2	4	2	2	4	2	2	4	2	2	0	2	4	4	4	0	2	2	2	4	7	8	8	8	8
116	5	7	5	5	5	5	5	5	5	5	5	7	6	5	8	8	8	8	9	10	9	8	8	8	8	5	6	5	5	5	8	8	8	8	8	8	8	8	9	8	8	8	6	6	4	4	4	2	4	4	4	1	1	4	2	2	2	2	2	2	4	4	4	4	4	2	2	4	2	2	2	4	3	6	2	7	9	7	9	7	11	6	11	9	11	5	8	6	8	8	10	14	12	10	10	12	14	12	14	14	14	14	15	14	14	15	14	14	14	14	15	15	14	14	15	15	15	12	15	14	14	14	14	14	14	14	15	15	14	14	14	14	10	8	10	11	11	8	5	8	5	8	8	5	5	5	7	2	4	3	5	6	5	4	2	3	2	2	2	2	4	2	4	2	0	4	4	0	4	2	2	4	1	7	2	2	2	4	4	2	2	2	4	4	2	2	2	2	2	2	4	4	4	4	2	2	4	2	2	1	4	1	2	2	2	1	2	4	4	2	0	4	2	8	8	8	8
